time,wind_speed_100m,wind_speed_10m,temperature_2m,wind_direction_100m,surface_pressure
2025-02-26 03:00:00,11.21,6.66,4.4,262,947.4
2025-02-26 04:00:00,11.73,7.45,4.0,266,949.3
2025-02-26 05:00:00,11.96,8.17,5.0,267,951.0
2025-02-26 06:00:00,12.5,8.75,5.0,270,952.4
2025-02-26 07:00:00,13.5,9.35,4.8,270,952.9
2025-02-26 08:00:00,14.15,9.55,3.4,270,953.8
2025-02-26 09:00:00,15.1,9.9,3.0,271,955.4
2025-02-26 10:00:00,14.57,9.4,0.5,273,957.8
2025-02-26 11:00:00,13.63,8.86,0.5,274,959.6
2025-02-26 12:00:00,12.9,8.25,0.5,271,961.1
2025-02-26 13:00:00,12.3,7.61,0.5,270,962.2
2025-02-26 14:00:00,11.0,6.67,-0.9,269,963.1
2025-02-26 15:00:00,9.11,5.61,-0.9,264,963.1
2025-02-26 16:00:00,8.1,4.98,-0.8,257,962.9
2025-02-26 17:00:00,7.26,4.39,-1.6,252,962.4
2025-02-26 18:00:00,6.3,3.56,-1.7,248,961.9
2025-02-26 19:00:00,5.05,2.57,-1.7,249,961.0
2025-02-26 20:00:00,3.87,1.66,-1.9,256,960.1
2025-02-26 21:00:00,2.37,1.45,-2.2,263,959.6
2025-02-26 22:00:00,1.23,0.95,-3.1,238,960.0
2025-02-26 23:00:00,1.65,1.21,-3.0,90,960.2
2025-02-27 00:00:00,3.11,2.06,-2.8,86,960.1
2025-02-27 01:00:00,5.2,2.27,-2.6,88,960.1
2025-02-27 02:00:00,5.3,2.52,-1.3,101,959.8
2025-02-27 03:00:00,4.35,2.77,-0.4,99,959.7
2025-02-27 04:00:00,4.06,3.15,-1.0,94,958.9
2025-02-27 05:00:00,3.76,2.95,1.7,93,958.5
2025-02-27 06:00:00,3.61,2.91,2.0,86,957.4
2025-02-27 07:00:00,3.1,2.55,2.4,91,956.0
2025-02-27 08:00:00,2.36,1.96,3.6,95,955.0
2025-02-27 09:00:00,1.3,1.05,4.0,86,954.4
2025-02-27 10:00:00,0.47,0.39,2.7,122,954.3
2025-02-27 11:00:00,0.22,0.27,2.7,207,954.0
2025-02-27 12:00:00,0.98,1.01,2.0,255,953.6
2025-02-27 13:00:00,2.39,1.8,1.8,259,953.9
2025-02-27 14:00:00,3.33,1.63,0.6,262,953.3
2025-02-27 15:00:00,3.46,1.66,0.6,265,952.8
2025-02-27 16:00:00,3.9,1.86,0.9,272,952.8
2025-02-27 17:00:00,4.16,1.99,-0.3,265,952.2
2025-02-27 18:00:00,3.72,1.67,-0.6,255,952.1
2025-02-27 19:00:00,3.2,1.35,-0.8,250,951.6
2025-02-27 20:00:00,3.44,1.63,-2.0,249,950.7
2025-02-27 21:00:00,3.93,1.87,-1.4,248,951.0
2025-02-27 22:00:00,4.41,2.28,-1.2,250,952.2
2025-02-27 23:00:00,4.22,2.08,-0.9,253,952.7
2025-02-28 00:00:00,4.73,2.36,-0.7,252,952.9
2025-02-28 01:00:00,4.67,2.25,-1.0,249,953.3
2025-02-28 02:00:00,4.19,1.97,-0.7,250,953.3
2025-02-28 03:00:00,3.69,1.99,-1.1,254,953.4
2025-02-28 04:00:00,3.43,2.48,-1.1,254,953.5
2025-02-28 05:00:00,4.0,3.04,1.4,252,953.7
2025-02-28 06:00:00,4.11,3.19,1.8,254,953.7
2025-02-28 07:00:00,4.05,3.23,2.5,252,953.0
2025-02-28 08:00:00,3.91,3.13,4.0,251,952.5
2025-02-28 09:00:00,3.98,3.18,4.0,252,952.0
2025-02-28 10:00:00,3.89,3.05,3.4,252,952.8
2025-02-28 11:00:00,4.01,2.97,3.2,266,953.0
2025-02-28 12:00:00,5.01,2.82,2.7,261,953.8
2025-02-28 13:00:00,6.23,3.2,2.0,256,954.6
2025-02-28 14:00:00,6.69,3.46,0.4,258,955.5
2025-02-28 15:00:00,6.59,3.43,0.1,258,955.6
2025-02-28 16:00:00,6.28,3.23,0.0,261,956.4
2025-02-28 17:00:00,6.23,3.23,-0.7,258,956.6
2025-02-28 18:00:00,6.26,3.28,-0.8,259,957.1
2025-02-28 19:00:00,6.16,3.24,-1.0,259,957.3
2025-02-28 20:00:00,5.93,3.1,-1.4,261,957.1
2025-02-28 21:00:00,5.42,2.71,-1.6,256,957.2
2025-02-28 22:00:00,4.23,2.02,-1.5,246,957.9
2025-02-28 23:00:00,2.88,1.1,-1.2,262,958.5
